,size,total_sqft,bath,balcony,price,encoded_loc
2429,3,1025.0,2,0,37.0,212
2430,2,1124.0,3,2,80.0,164
2431,2,1012.0,2,1,54.59,28
2432,2,871.0,2,2,55.0,8
2433,2,1020.0,2,2,40.0,240
2434,3,1550.0,3,3,73.5,192
2435,3,1410.0,2,2,80.0,12
2436,4,3500.0,5,3,150.0,60
2437,2,1118.0,2,1,75.0,234
2438,2,1098.0,2,1,68.0,218
2439,2,1130.0,2,1,45.2,130
2440,2,1145.0,2,2,75.0,203
2441,3,950.0,3,1,80.0,121
2442,2,1051.0,2,1,33.0,240
2443,2,1102.0,2,2,53.67,165
2444,2,1478.0,2,2,125.0,115
2445,1,645.0,1,1,16.45,58
2446,2,823.0,2,1,50.63,95
2447,2,880.0,2,1,35.0,11
2448,3,1991.0,4,2,100.0,55
2449,3,1100.0,3,1,50.0,216
2450,3,1745.0,3,2,115.0,87
2451,2,1226.0,3,1,135.0,89
2452,3,680.0,4,1,68.0,42
2453,2,1100.0,2,1,70.0,240
2454,2,1450.0,2,1,58.0,5
2455,4,3366.0,4,0,120.0,210
2456,2,1150.0,2,1,54.0,199
2457,3,1843.0,3,2,95.84,131
2458,4,2200.0,4,2,195.0,33
2459,2,1090.0,3,2,44.0,50
2460,2,1132.0,2,2,42.0,122
2461,2,1375.0,2,2,80.0,108
2462,1,760.0,1,2,50.3,218
2463,2,1180.0,2,2,65.0,122
2464,2,918.0,2,2,45.0,117
2465,5,600.0,5,0,50.0,192
2466,2,1200.0,1,0,53.0,166
2467,2,1372.0,2,1,61.0,92
2468,3,1728.0,3,2,95.0,20
2469,2,1200.0,2,2,80.0,24
2470,2,1280.0,2,0,56.0,6
2471,3,1455.0,2,2,56.0,240
2472,1,440.0,1,0,28.0,192
2473,3,1500.0,3,2,97.0,131
2474,3,1800.0,3,0,110.0,234
2475,3,1525.0,3,2,96.0,171
2476,2,1204.0,2,3,38.5,192
2477,2,1225.0,2,1,53.55,183
2478,3,1650.0,3,0,122.0,37
2479,3,880.0,2,1,18.0,77
2480,4,4200.0,4,2,255.0,240
2481,2,1200.0,2,0,55.0,240
2482,2,1005.0,2,1,42.0,9
2483,3,1562.0,3,2,103.0,234
2484,4,5000.0,5,2,395.0,68
2485,2,1200.0,2,3,42.0,197
2486,3,1555.0,3,2,82.5,134
2487,2,1550.0,2,1,71.0,119
2488,2,1190.0,2,2,67.0,234
2489,2,1070.0,2,2,50.0,62
2490,2,1800.0,2,0,28.785,203
2491,2,1020.0,2,1,42.48,116
2492,3,1610.0,3,1,115.0,236
2493,1,700.0,1,1,41.0,240
2494,3,1300.0,2,1,49.0,240
2495,2,1420.0,2,1,123.0,95
2496,3,1069.0,3,2,65.4,95
2497,3,1900.0,3,3,123.0,165
2498,2,1655.0,2,1,97.65,182
2499,2,1155.0,2,2,40.42,225
2500,3,1300.0,2,2,70.0,203
2501,2,1100.0,2,2,45.0,77
2502,2,1030.0,2,2,42.0,73
2503,2,2105.0,2,1,70.2,233
2504,3,1700.0,3,2,126.0,46
2505,3,1760.0,3,2,139.0,114
2506,2,1400.0,2,1,67.0,240
2507,2,1200.0,2,0,53.0,240
2508,2,912.0,2,1,55.0,37
2509,2,1102.0,2,1,48.0,234
2510,3,1535.0,3,1,55.0,240
2511,2,1243.0,2,2,46.0,93
2512,2,918.0,2,2,63.2,117
2513,3,1500.0,2,3,70.0,42
2514,3,3000.0,3,0,250.0,240
2515,3,1476.0,3,0,89.0,134
2516,2,1200.0,2,3,65.0,171
2517,1,606.0,1,0,34.78,230
2518,2,1100.0,2,3,61.0,240
2519,3,1295.0,2,1,59.5,82
2520,1,527.0,1,0,26.0,179
2521,2,1300.0,2,2,80.0,181
2522,3,680.0,4,1,68.0,50
2523,1,1260.0,1,0,41.0,240
2524,2,1140.0,2,1,75.2,148
2525,1,1500.0,1,0,37.5,240
2526,3,2321.0,4,1,128.0,234
2527,2,1390.0,2,2,62.0,203
2528,3,1725.0,3,3,90.0,203
2529,4,3067.0,4,1,310.0,95
2530,3,1186.0,2,1,63.0,99
2531,2,1230.0,2,1,85.0,131
2532,1,600.0,1,1,17.0,240
2533,3,1313.0,3,1,96.0,239
2534,2,900.0,2,0,55.0,216
2535,2,1250.0,2,2,66.25,13
2536,1,660.0,1,1,54.0,48
2537,2,1036.0,2,2,105.0,38
2538,2,1100.0,2,1,70.0,183
2539,2,1950.0,2,0,46.8,68
2540,4,525.0,5,2,56.0,210
2541,2,1015.0,2,1,56.0,79
2542,1,812.0,1,0,26.0,85
2543,3,1360.0,2,2,65.0,240
2544,3,2167.0,3,3,170.0,180
2545,2,1200.0,2,1,35.0,193
2546,2,1165.0,2,2,75.0,240
2547,2,1274.0,2,2,70.0,24
2548,2,1151.0,2,2,39.02,193
2549,6,1060.0,6,3,110.0,229
2550,3,1626.0,2,2,120.0,220
2551,2,1035.0,2,2,35.77,32
2552,3,1272.0,4,0,75.0,240
2553,2,965.0,2,1,45.0,240
2554,5,1600.0,5,2,140.0,240
2555,2,1070.0,2,1,42.79,149
2556,3,1570.0,2,2,65.0,193
2557,2,780.0,2,2,25.0,240
2558,3,1000.0,2,1,65.0,240
2559,3,1700.0,2,3,100.0,5
2560,3,1850.0,3,0,110.0,93
2561,2,904.0,2,1,30.0,141
2562,2,1121.0,2,1,43.72,240
2563,3,1385.0,2,2,58.17,7
2564,2,1270.0,2,1,69.85,199
2565,3,1450.0,3,3,56.0,131
2566,1,730.0,1,1,35.0,160
2567,3,1580.0,3,3,53.56,193
2568,2,1111.0,2,1,50.0,218
2569,4,1125.0,2,1,88.0,139
2570,2,977.0,2,2,36.0,226
2571,2,674.0,1,1,19.9,240
2572,4,2540.0,4,1,115.0,202
2573,2,1290.0,2,1,100.0,114
2574,2,795.0,2,1,32.54,11
2575,2,700.0,1,1,35.0,131
2576,2,1463.0,1,1,142.0,240
2577,3,1306.0,2,2,58.0,240
2578,3,2401.0,3,2,185.0,240
2579,4,1670.0,3,0,135.0,53
2580,3,1200.0,3,1,90.0,167
2581,3,1804.0,3,2,121.0,70
2582,3,2065.0,4,1,210.0,1
2583,3,1225.0,3,1,40.0,106
2584,2,1185.5,2,0,58.68,218
2585,2,900.0,2,2,56.0,43
2586,2,1350.0,2,1,91.0,48
2587,1,700.0,1,0,36.0,123
2588,2,1005.0,2,0,35.175,171
2589,2,1160.0,2,1,46.39,189
2590,3,1680.0,3,0,99.27,99
2591,2,1043.0,2,2,55.0,155
2592,4,1200.0,4,1,120.0,106
2593,2,1040.0,2,2,46.0,95
2594,3,1357.0,2,2,65.0,222
2595,2,1225.0,2,2,47.0,240
2596,2,1130.0,2,2,40.0,235
2597,4,2500.0,4,1,150.0,38
2598,3,1700.0,3,3,120.0,215
2599,3,1549.0,3,2,65.0,73
2600,2,1400.0,2,2,100.0,239
2601,2,1080.0,2,2,50.0,70
2602,2,1180.0,2,2,100.0,224
2603,3,1800.0,3,2,150.0,74
2604,2,1225.0,2,1,67.38,93
2605,1,890.0,1,1,75.0,240
2606,2,1005.0,2,1,39.59,11
2607,2,1320.0,2,1,95.0,234
2608,4,1475.0,2,1,50.0,16
2609,3,1707.0,2,0,99.745,152
2610,2,1110.0,2,2,51.0,240
2611,2,1300.0,2,0,54.0,240
2612,2,1128.0,2,1,65.35,77
2613,2,1452.19,2,1,100.0,114
2614,3,2600.0,4,1,135.0,29
2615,2,630.0,1,1,35.0,200
2616,2,1243.0,2,2,48.5,104
2617,2,960.0,2,2,32.0,240
2618,3,1690.0,3,2,100.0,240
2619,2,735.0,2,1,35.0,234
2620,2,1365.0,2,2,73.0,34
2621,5,2849.0,5,0,300.0,194
2622,2,1420.0,2,1,99.39,95
2623,3,1570.0,3,3,68.0,211
2624,2,850.0,1,1,32.0,49
2625,3,1575.0,2,2,110.0,7
2626,2,1418.0,2,2,104.0,219
2627,2,1050.0,2,1,42.0,225
2628,2,1065.0,2,1,42.6,99
2629,3,1340.0,3,0,90.0,224
2630,3,1610.0,3,2,92.0,237
2631,2,1160.0,2,1,33.5,78
2632,2,1092.0,2,2,44.0,151
2633,2,1194.0,2,2,47.0,187
2634,3,1455.0,3,1,61.5,236
2635,1,734.0,1,0,19.82,11
2636,2,799.0,2,1,38.0,240
2637,3,1896.0,3,1,75.0,234
2638,2,1100.0,2,1,48.0,20
2639,2,1350.0,2,1,79.0,43
2640,3,1355.0,3,1,61.0,240
2641,2,1128.0,2,1,65.0,77
2642,2,1350.0,2,0,90.0,240
2643,3,1493.0,3,2,82.0,134
2644,2,1098.0,2,1,43.91,8
2645,3,1900.0,2,1,170.0,29
2646,3,1460.0,3,2,88.0,240
2647,5,1600.0,5,3,140.0,102
2648,2,1091.0,2,1,32.0,226
2649,2,1180.0,2,3,42.0,236
2650,2,1366.0,3,1,76.85,131
2651,3,1685.0,3,2,95.0,240
2652,2,1260.0,2,3,100.0,148
2653,3,3010.0,3,2,200.0,234
2654,3,1330.0,4,1,140.0,197
2655,2,1200.0,2,0,130.0,162
2656,2,1346.0,2,1,96.17,234
2657,1,630.0,1,0,13.86,58
2658,3,1476.0,2,0,98.94,203
2659,3,1850.0,3,2,140.0,7
2660,2,755.0,1,1,34.0,77
2661,2,1194.0,2,2,46.0,187
2662,4,4235.0,4,2,365.0,95
2663,1,800.0,1,0,52.0,240
2664,3,2250.0,3,1,195.0,192
2665,2,1352.0,2,2,68.0,230
2666,3,2002.0,3,2,112.0,218
2667,4,4000.0,5,1,280.0,240
2668,2,1060.0,2,2,45.0,137
2669,3,1419.59,2,1,59.0,131
2670,2,1196.0,2,2,51.15,193
2671,3,1220.0,2,2,35.24,77
2672,3,1595.0,3,2,75.0,79
2673,2,1260.0,2,3,75.0,29
2674,2,1100.0,2,2,47.0,95
2675,2,1550.0,2,2,140.0,80
2676,2,1180.0,2,3,52.0,109
2677,4,4000.0,5,1,150.0,77
2678,3,1662.0,3,2,85.0,12
2679,2,1285.0,2,1,60.0,98
2680,4,1080.0,4,1,75.0,12
2681,3,1862.0,3,2,119.0,14
2682,2,1419.0,2,2,48.0,193
2683,3,1410.0,3,2,43.71,234
2684,3,1560.0,2,2,62.4,193
2685,3,1634.0,3,3,78.0,218
2686,5,5530.0,5,3,627.0,14
2687,3,1150.0,2,3,44.0,234
2688,2,1100.0,2,0,53.0,240
2689,3,1616.0,3,1,65.0,236
2690,2,1392.0,2,1,99.0,177
2691,3,1798.0,3,1,120.0,114
2692,3,1675.0,3,3,75.0,26
2693,2,792.0,2,1,70.0,240
2694,5,2000.0,4,1,103.0,240
2695,3,1700.0,3,2,124.0,95
2696,2,1248.0,2,1,69.0,108
2697,2,1147.0,2,1,54.0,240
2698,2,1100.0,2,2,40.0,215
2699,3,1527.0,3,2,115.0,230
2700,5,2400.0,5,2,235.0,240
2701,1,525.0,1,1,25.0,131
2702,2,1100.0,2,3,58.0,122
2703,2,1118.0,2,2,37.5,207
2704,3,1476.0,3,1,75.0,130
2705,3,2100.0,3,1,75.0,240
2706,3,1215.0,2,2,46.5,240
2707,2,1332.0,2,1,79.0,13
2708,2,1350.0,2,3,49.0,99
2709,2,1243.0,2,2,46.0,93
2710,2,1105.0,2,2,49.73,172
2711,2,1200.0,2,2,50.0,134
2712,2,1251.0,2,1,47.4,196
2713,2,883.0,2,1,45.0,127
2714,3,1400.0,2,3,67.0,185
2715,3,1703.0,3,2,113.0,97
2716,5,2500.0,5,3,130.0,173
2717,3,1250.0,3,0,71.0,226
2718,2,933.0,2,2,43.0,117
2719,1,461.82,1,1,31.7,240
2720,2,1262.0,2,1,75.0,54
2721,2,915.0,2,2,48.0,236
2722,3,1370.0,2,2,61.5,186
2723,2,1210.0,2,3,55.0,163
2724,3,2392.0,4,2,260.0,145
2725,3,1500.0,2,0,85.0,240
2726,2,1065.0,2,3,50.0,240
2727,3,1515.0,3,3,65.0,197
2728,4,1800.0,4,0,110.0,204
2729,3,1445.0,2,3,40.31,218
2730,3,1300.0,2,1,55.0,225
2731,2,989.0,2,0,60.0,230
2732,2,1300.0,2,1,85.0,114
2733,3,1185.0,2,2,30.22,58
2734,5,1350.0,3,1,110.0,40
2735,2,1045.0,2,3,60.0,165
2736,2,1205.0,2,2,42.18,240
2737,2,1260.0,2,1,75.0,240
2738,3,1500.0,2,2,125.0,224
2739,3,1250.0,2,2,42.5,50
2740,2,1199.0,2,2,50.0,240
2741,2,1385.0,2,1,83.09,99
2742,2,1149.0,2,1,75.0,157
2743,3,2180.0,3,2,170.0,203
2744,3,1818.0,3,1,135.0,108
2745,2,1070.0,2,2,33.0,240
2746,3,1350.0,2,2,54.6,174
2747,2,630.0,1,1,27.0,58
2748,2,1430.0,2,2,113.0,100
2749,3,2430.0,4,3,180.0,176
2750,2,1084.0,2,3,55.0,203
2751,3,1186.0,2,1,56.0,99
2752,2,1255.0,2,2,50.0,139
2753,4,3400.0,5,3,240.0,93
2754,3,1541.0,3,1,69.84,104
2755,4,3596.0,5,1,282.0,111
2756,2,1295.0,2,2,70.0,193
2757,3,1000.0,4,3,110.0,134
2758,3,2820.0,3,0,285.0,240
2759,3,1370.0,2,2,54.79,7
2760,2,1100.0,2,1,40.0,77
2761,3,1370.0,2,1,54.79,7
2762,2,1200.0,2,2,62.0,113
2763,4,2000.0,3,0,95.0,88
2764,4,3500.0,4,0,300.0,9
2765,4,2400.0,5,2,253.0,139
2766,3,1220.0,3,2,62.0,203
2767,3,1950.0,3,2,130.0,240
2768,2,1178.0,2,3,73.0,211
2769,3,1286.0,3,2,61.44,66
2770,2,1160.0,2,2,42.0,42
2771,2,918.0,2,2,55.0,117
2772,3,1563.0,3,2,91.84,77
2773,2,1326.0,2,1,62.17,240
2774,3,1350.0,2,2,140.0,240
2775,4,3960.0,5,3,386.0,95
2776,2,1240.0,2,2,39.06,42
2777,2,1325.0,2,2,50.0,122
2778,2,1100.0,2,1,44.0,213
2779,3,1605.0,3,2,50.0,84
2780,5,5600.0,5,3,515.0,99
2781,2,1260.0,2,1,60.0,211
2782,3,1553.0,3,2,83.09,100
2783,2,1280.0,2,2,52.0,234
2784,3,1550.0,2,2,75.0,95
2785,3,1445.0,2,2,125.0,21
2786,3,1550.0,3,2,74.0,170
2787,3,1515.0,2,1,80.91,79
2788,3,1332.0,2,1,86.12,104
2789,3,1652.0,3,2,70.0,77
2790,3,1570.0,3,1,105.0,97
2791,1,794.0,1,1,60.0,205
2792,3,1200.0,2,0,62.0,207
2793,4,3600.0,3,2,410.0,7
2794,3,2800.0,3,2,250.0,91
2795,3,1750.0,3,2,110.0,203
2796,2,1053.0,2,1,48.0,95
2797,3,1100.0,3,2,53.0,131
2798,3,1665.0,3,3,70.0,120
2799,4,4051.0,4,3,345.0,240
2800,3,1447.0,3,2,80.0,51
2801,2,1012.0,2,1,75.0,28
2802,3,1900.0,3,2,60.0,163
2803,2,1308.0,2,2,92.66,178
2804,4,3250.0,4,0,230.0,86
2805,1,1351.0,2,1,53.0,103
2806,2,1000.0,2,2,22.0,77
2807,2,1140.0,2,2,49.11,88
2808,4,3181.0,4,0,260.5,114
2809,3,1250.0,2,1,55.0,225
2810,3,1290.0,3,3,45.15,130
2811,2,1424.0,2,2,90.0,14
2812,3,1320.0,2,2,60.6,82
2813,3,1662.0,3,2,85.5,12
2814,2,1200.0,2,2,45.0,42
2815,3,1975.0,3,0,210.0,148
2816,3,1295.0,2,2,59.5,82
2817,3,1777.0,3,2,100.0,40
2818,3,1900.0,3,0,108.0,121
2819,3,1576.0,3,2,59.1,16
2820,2,1020.0,2,3,41.0,212
2821,3,2100.0,3,3,170.0,240
2822,1,648.0,1,1,31.75,193
2823,3,1167.0,2,1,38.0,179
2824,2,1220.0,2,2,50.89,100
2825,2,1259.0,2,1,67.4,233
2826,4,2000.0,4,2,82.0,85
2827,3,1800.0,3,1,80.0,8
2828,3,1991.0,3,2,160.0,240
2829,3,1665.0,3,3,110.0,36
2830,2,1234.0,2,1,61.0,240
2831,3,1340.0,2,2,64.31,171
2832,2,1170.0,2,2,46.79,29
2833,2,995.0,2,0,46.0,79
2834,2,1075.0,2,2,60.0,182
2835,2,1025.0,2,1,54.5,77
2836,3,2721.0,3,2,113.0,192
2837,3,2000.0,3,2,99.0,218
2838,4,2500.0,4,3,155.0,234
2839,2,1325.0,2,2,70.0,162
2840,2,1314.0,2,3,68.2,121
2841,3,2265.0,3,2,136.0,131
2842,2,1026.0,2,1,41.0,236
2843,3,1200.0,3,2,66.0,240
2844,3,2220.0,4,2,65.0,240
2845,2,1192.5,2,0,51.22,119
2846,2,1420.0,2,1,99.39,95
2847,3,1888.0,4,1,95.0,203
2848,2,1300.0,2,1,90.87,113
2849,2,1216.0,2,0,97.16,194
2850,4,3000.0,4,3,342.0,240
2851,3,1559.0,3,2,63.0,41
2852,2,1290.0,2,1,87.0,94
2853,6,2400.0,6,0,245.0,240
2854,1,905.0,1,1,55.0,234
2855,2,1069.0,2,0,55.0,240
2856,2,829.0,2,1,22.8,204
2857,2,1900.0,2,1,200.0,148
2858,3,1300.0,3,2,60.0,203
2859,2,1115.0,2,1,33.45,59
2860,3,2150.0,4,2,125.0,14
2861,3,1305.0,2,1,69.0,165
2862,2,1252.0,2,1,56.32,131
2863,5,2400.0,5,0,250.0,105
2864,2,1200.0,2,1,46.13,234
2865,3,1750.0,3,1,130.0,148
2866,2,545.0,1,1,35.0,78
2867,2,1375.0,2,1,105.0,240
2868,2,1313.0,2,2,66.5,214
2869,4,3640.0,4,1,275.0,22
2870,3,1693.0,3,2,108.0,240
2871,2,1160.0,2,1,41.75,240
2872,3,1255.0,2,2,79.0,214
2873,4,1000.0,4,1,75.0,119
2874,2,900.0,2,1,45.0,240
2875,3,1700.0,3,2,90.0,237
2876,3,1875.0,3,1,180.0,112
2877,3,1700.0,3,2,88.0,225
2878,3,1749.0,3,2,115.0,94
2879,2,1500.0,3,1,65.0,66
2880,2,1175.0,2,1,48.0,240
2881,2,1280.0,2,1,60.0,12
2882,2,1200.0,2,2,50.0,240
2883,3,1610.0,2,2,115.0,196
2884,2,1070.0,2,1,46.0,77
2885,2,1200.0,2,0,66.0,216
2886,2,1127.0,2,1,50.0,9
2887,2,1210.0,2,1,102.0,112
2888,2,600.0,2,1,23.0,240
2889,4,4190.0,4,3,380.0,219
2890,2,1364.0,2,2,70.0,240
2891,4,2268.0,3,0,146.0,234
2892,3,1150.0,2,2,77.5,240
2893,2,1146.0,2,1,39.5,240
2894,2,1345.0,2,2,55.0,159
2895,2,1110.0,2,2,41.0,240
2896,2,750.0,2,1,36.0,139
2897,2,1156.0,2,2,49.5,240
2898,2,1247.0,2,1,59.8,188
2899,2,1058.0,2,2,60.0,240
2900,2,950.0,2,1,48.0,123
2901,2,420.0,2,0,35.0,228
2902,3,1520.0,2,1,103.0,230
2903,2,1215.0,2,2,58.86,165
2904,1,900.0,1,1,30.0,240
2905,3,2350.0,3,2,174.0,99
2906,2,1050.0,2,2,46.0,218
2907,3,1672.0,3,2,150.0,240
2908,5,2800.0,5,2,125.0,156
2909,3,1500.0,2,2,65.0,240
2910,2,1400.0,2,2,65.0,240
2911,4,2700.0,4,2,130.0,8
2912,2,920.0,2,1,37.46,51
2913,3,1200.0,3,2,70.0,203
2914,3,1250.0,3,2,139.0,240
2915,3,1817.0,4,0,153.0,105
2916,2,1140.0,2,2,46.0,92
2917,4,4346.0,4,1,450.0,236
2918,2,1464.0,2,2,56.0,93
2919,2,1468.0,3,2,130.0,240
2920,3,1555.0,2,1,82.0,79
2921,6,1200.0,4,2,110.0,169
2922,2,1150.0,2,0,55.0,234
2923,2,970.0,2,1,35.0,120
2924,4,2500.0,4,3,95.0,29
2925,2,1166.0,2,1,53.0,240
2926,3,2779.0,3,1,317.0,147
2927,3,1350.0,3,2,58.0,77
2928,2,900.0,2,3,46.0,240
2929,3,1300.0,2,2,52.0,7
2930,3,1190.0,3,1,55.0,240
2931,3,1495.0,2,2,75.0,142
2932,2,1224.0,2,2,105.0,112
2933,3,1350.0,2,2,68.0,31
2934,2,940.0,2,1,56.8,86
2935,2,1100.0,2,1,55.0,193
2936,2,1300.0,2,2,61.0,124
2937,3,1480.0,2,0,145.0,240
2938,2,1105.0,2,2,46.37,100
2939,3,2600.0,3,2,200.0,203
2940,3,1517.0,3,2,76.3,236
2941,3,1615.0,3,2,89.75,115
2942,3,1500.0,3,2,65.0,240
2943,3,1082.0,3,1,50.5,171
2944,2,1365.0,2,2,73.0,165
2945,2,1000.0,2,3,25.0,77
2946,2,1392.0,2,1,98.0,56
2947,2,1086.0,2,1,33.66,144
2948,3,1586.0,3,3,93.94,99
2949,2,1100.0,2,1,60.0,98
2950,2,1065.0,2,1,30.75,78
2951,3,1500.0,2,1,120.0,216
2952,3,1575.0,2,2,120.0,7
2953,3,1975.0,3,3,123.0,99
2954,2,820.0,2,2,24.0,240
2955,3,1745.0,3,2,110.0,87
2956,2,1223.0,2,1,60.0,174
2957,3,1200.0,2,1,65.0,17
2958,2,1200.0,2,0,90.0,39
2959,1,665.0,1,1,46.08,48
2960,2,1351.0,2,2,70.0,45
2961,3,1355.0,3,1,83.87,95
2962,3,3900.0,3,2,300.0,206
2963,3,1588.0,3,1,75.55,218
2964,2,900.0,2,1,60.0,15
2965,3,440.0,3,0,50.0,240
2966,4,3385.0,4,0,260.0,94
2967,3,1370.0,2,2,75.0,186
2968,3,1500.0,3,1,71.8,234
2969,3,1100.0,3,2,53.0,131
2970,2,1247.0,2,0,53.0,100
2971,3,2000.0,3,2,200.0,240
2972,2,1020.07,2,1,68.38,28
2973,3,1033.0,2,2,32.0,240
2974,3,1460.0,2,3,73.0,240
2975,2,1150.0,2,2,52.8,82
2976,5,5965.0,5,0,385.0,203
2977,2,1141.0,2,1,46.0,26
2978,4,4200.0,4,3,325.0,71
2979,3,1665.0,2,3,125.0,104
2980,2,1295.0,2,2,64.0,130
2981,2,1230.0,2,1,78.0,93
2982,3,1080.0,2,2,75.0,240
2983,2,1000.0,2,1,60.0,123
2984,3,2400.0,2,0,50.0,137
2985,1,630.5,1,0,32.79,234
2986,3,1708.0,3,2,75.0,198
2987,3,1697.0,3,2,115.0,218
2988,4,3537.0,5,3,210.0,234
2989,1,615.0,1,1,28.29,104
2990,3,1350.0,2,0,83.0,29
2991,3,1530.0,2,0,66.4,131
2992,2,1083.0,2,1,32.49,115
2993,3,1460.0,2,2,65.0,85
2994,2,1084.0,2,1,58.0,26
2995,2,1035.0,2,1,41.43,51
2996,3,2400.0,2,1,150.0,240
2997,1,460.0,1,1,21.0,107
2998,5,950.0,5,0,90.0,240
2999,2,1285.0,2,2,55.9,234
3000,3,1200.0,3,2,78.0,202
3001,2,1070.0,2,1,35.0,240
3002,3,1801.0,3,2,140.0,97
3003,3,1697.0,3,2,115.0,234
3004,2,1199.0,2,2,65.0,10
3005,3,2300.0,3,1,220.0,111
3006,3,1340.0,2,3,64.31,171
3007,4,3800.0,4,3,205.0,165
3008,5,600.0,5,0,50.0,117
3009,2,1125.0,2,1,75.0,240
3010,2,1200.0,2,1,67.0,16
3011,2,1050.0,2,3,41.0,214
3012,2,956.0,2,1,49.0,174
3013,2,1000.0,2,2,30.0,202
3014,3,1596.0,3,0,95.0,240
3015,2,1296.0,2,3,89.06,131
3016,3,1639.0,3,3,123.0,240
3017,2,1219.0,2,1,61.25,78
3018,3,1200.0,3,1,50.0,225
3019,2,1218.0,2,1,73.0,37
3020,2,920.0,2,3,37.0,240
3021,3,2559.0,3,2,141.0,239
3022,1,525.0,1,1,26.0,2
3023,3,1427.0,2,2,48.51,37
3024,3,1270.0,3,2,45.0,149
3025,2,920.0,2,3,65.0,196
3026,4,2700.0,3,2,68.0,75
3027,3,1355.0,2,0,40.0,197
3028,3,1530.0,2,2,90.0,158
3029,3,1372.0,2,1,90.0,240
3030,4,2363.0,5,2,120.0,180
3031,4,3895.0,4,3,220.0,165
3032,3,1950.0,3,2,131.0,114
3033,2,885.0,2,3,40.0,240
3034,2,600.0,2,2,27.0,236
3035,5,1270.0,4,1,128.0,153
3036,2,1339.0,2,2,62.0,131
3037,2,1130.0,2,1,36.0,234
3038,2,1085.0,2,2,43.0,225
3039,3,1430.0,3,2,72.0,239
3040,4,1451.5,4,1,121.0,46
3041,3,1490.0,2,1,59.6,240
3042,4,1650.0,4,0,99.0,240
3043,2,1286.0,2,2,57.0,43
3044,2,925.0,2,2,63.0,240
3045,4,3016.0,4,3,230.0,43
3046,2,1000.0,2,2,44.0,93
3047,2,1215.0,2,2,39.0,234
3048,4,1200.0,3,1,95.0,240
3049,2,1336.0,2,2,100.0,157
3050,1,673.0,1,1,36.85,239
3051,2,1200.0,2,1,58.0,16
3052,6,600.0,7,2,63.0,240
3053,3,1600.0,3,3,160.0,164
3054,2,1200.0,2,0,79.0,240
3055,3,2500.0,3,0,270.0,240
3056,5,2400.0,5,3,100.0,68
3057,2,1143.0,2,2,65.0,205
3058,2,1470.0,2,2,61.74,131
3059,4,1584.0,3,2,145.0,240
3060,3,1785.0,3,2,94.0,165
3061,3,1460.0,3,3,71.0,150
3062,3,1500.0,2,3,80.0,135
3063,5,3300.0,3,0,250.0,200
3064,2,1230.0,2,2,48.0,62
3065,1,650.0,1,1,20.0,237
3066,2,1480.0,2,0,120.0,44
3067,2,1220.0,2,1,43.92,218
3068,3,1570.0,3,1,115.0,240
3069,3,1665.0,3,2,86.91,162
3070,2,1100.0,2,0,68.0,197
3071,3,1350.0,2,1,87.01,136
3072,3,1719.0,3,2,116.0,134
3073,1,664.0,1,1,35.0,55
3074,2,1011.0,2,1,50.53,213
3075,6,2400.0,6,0,130.0,240
3076,3,1680.0,3,2,85.0,240
3077,2,717.0,2,0,49.475,239
3078,3,1520.0,2,2,150.0,234
3079,3,1350.0,2,2,53.0,225
3080,3,1760.0,3,0,150.0,150
3081,2,875.0,2,1,33.0,188
3082,2,1231.0,2,2,48.0,98
3083,2,1174.0,2,3,74.0,211
3084,3,1560.0,3,3,75.0,169
3085,2,1464.0,2,2,56.0,240
3086,3,2200.0,3,2,130.0,131
3087,2,850.0,2,2,55.0,209
3088,3,1750.0,3,1,180.0,240
3089,3,2024.0,3,0,157.0,1
3090,2,1500.0,1,0,160.0,240
3091,3,2408.0,4,2,260.0,145
3092,2,1080.0,2,1,44.0,68
3093,3,2070.0,3,2,225.0,112
3094,2,1020.0,2,1,29.46,77
3095,3,1500.0,2,3,55.0,42
3096,4,1575.0,5,1,158.0,161
3097,4,3250.0,4,1,180.0,142
3098,2,1175.0,2,1,47.0,225
3099,2,1030.0,2,1,34.5,59
3100,2,1440.0,2,1,115.0,95
3101,2,1500.0,2,1,84.0,100
3102,1,1380.0,1,1,62.1,218
3103,2,1200.0,2,3,50.0,240
3104,1,705.0,1,2,36.5,240
3105,3,1584.01,3,1,103.0,97
3106,3,1340.0,3,3,77.0,240
3107,3,1800.0,3,2,70.0,240
3108,2,1200.0,2,3,45.0,191
3109,1,685.0,1,1,40.0,203
3110,2,925.0,2,3,42.0,240
3111,2,1230.0,2,2,57.0,240
3112,2,1125.0,2,1,52.0,142
3113,2,1100.0,2,1,54.0,95
3114,3,2400.0,3,2,149.0,117
3115,3,1400.0,2,2,41.58,78
3116,3,1858.0,3,1,98.3,114
3117,1,1260.0,1,1,41.0,240
3118,4,3530.0,4,2,290.0,14
3119,2,1185.0,2,2,60.0,92
3120,2,1255.0,2,1,58.0,98
3121,3,1335.0,3,2,89.0,152
3122,3,1999.0,3,2,132.0,70
3123,2,1200.0,2,1,125.0,240
3124,3,1397.0,3,2,110.0,154
3125,4,3950.0,4,0,450.0,64
3126,2,1200.0,2,1,130.0,237
3127,3,1616.0,3,0,95.0,60
3128,2,1140.0,2,2,38.55,193
3129,1,525.0,1,1,30.0,131
3130,3,1200.0,2,1,98.0,226
3131,2,1205.47,2,1,81.0,28
